Function;Mode;Size;Time;TPB
mandelGPU_heter;GPU;1024;6.04365E-02;32
mandelGPU_heter;GPU;2048;1.78390E-01;32
mandelGPU_heter;GPU;4096;6.32053E-01;32
mandelGPU_heter;GPU;8192;2.37496E+00;32
mandelGPU_heter;GPU;10240;3.65265E+00;32
