Function;Mode;Size;Time;TPB
mandelGPU_heter;GPU;1024;3.98781E-02;32
mandelGPU_heter;GPU;2048;1.42493E-01;32
mandelGPU_heter;GPU;4096;5.70579E-01;32
mandelGPU_heter;GPU;8192;2.30738E+00;32
mandelGPU_heter;GPU;10240;3.62005E+00;32
