Function;Mode;Size;Time;TPB
mandelGPU_heter;GPU;1024;4.59797E-02;32
mandelGPU_heter;GPU;2048;1.34393E-01;32
mandelGPU_heter;GPU;4096;4.80129E-01;32
mandelGPU_heter;GPU;8192;1.82356E+00;32
mandelGPU_heter;GPU;10240;2.78370E+00;32
