Function;Mode;Size;Time;TPB
mandelGPU_heter;GPU;1024;5.08354E-02;32
mandelGPU_heter;GPU;2048;2.04534E-01;32
mandelGPU_heter;GPU;4096;8.16829E-01;32
mandelGPU_heter;GPU;8192;3.29830E+00;32
mandelGPU_heter;GPU;10240;5.19288E+00;32
