Function;Mode;Size;Time;TPB
mandelGPU_heter;GPU;1024;5.13442E-02;32
mandelGPU_heter;GPU;2048;1.60023E-01;32
mandelGPU_heter;GPU;4096;5.94028E-01;32
mandelGPU_heter;GPU;8192;2.22759E+00;32
mandelGPU_heter;GPU;10240;3.41730E+00;32
