Function;Mode;Size;Time;TPB
mandelGPU_heter;GPU;1024;5.17499E-02;32
mandelGPU_heter;GPU;2048;1.47768E-01;32
mandelGPU_heter;GPU;4096;5.43851E-01;32
mandelGPU_heter;GPU;8192;2.04995E+00;32
mandelGPU_heter;GPU;10240;3.14696E+00;32
